from,to,lines,size
ACPI & POWER MANAGEMENT,ACPI & POWER MANAGEMENT,11499,320971
ACPI & POWER MANAGEMENT,THE REST,11499,320971
ACPI & POWER MANAGEMENT,X86 ARCHITECTURE,4255,118025
AMD IOMMU,AMD IOMMU,5495,171012
AMD IOMMU,THE REST,5495,171012
AMD SVM,AMD SVM,5653,164911
AMD SVM,THE REST,5653,164911
AMD SVM,X86 ARCHITECTURE,5653,164911
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,12814,351713
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,THE REST,12814,351713
CPU POOLS,CPU POOLS,678,16784
CPU POOLS,THE REST,678,16784
DEVICE TREE,DEVICE TREE,3582,110178
DEVICE TREE,THE REST,3582,110178
EFI,EFI,5466,159642
EFI,THE REST,5466,159642
EFI,X86 ARCHITECTURE,2767,84790
GDBSX DEBUGGER,GDBSX DEBUGGER,2894,77896
GDBSX DEBUGGER,THE REST,2894,77896
GDBSX DEBUGGER,TOOLSTACK,2629,69905
GDBSX DEBUGGER,X86 ARCHITECTURE,265,7991
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),699,22582
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),THE REST,699,22582
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),X86 ARCHITECTURE,699,22582
INTEL(R) VT FOR DIRECTED I/O (VT-D),INTEL(R) VT FOR DIRECTED I/O (VT-D),6462,194181
INTEL(R) VT FOR DIRECTED I/O (VT-D),THE REST,6462,194181
INTEL(R) VT FOR X86 (VT-X),INTEL(R) VT FOR X86 (VT-X),8310,259483
INTEL(R) VT FOR X86 (VT-X),THE REST,8310,259483
INTEL(R) VT FOR X86 (VT-X),X86 ARCHITECTURE,8310,259483
KDD DEBUGGER,KDD DEBUGGER,2212,68048
KDD DEBUGGER,THE REST,2212,68048
KDD DEBUGGER,TOOLSTACK,2212,68048
LINUX (PV_OPS),LINUX (PV_OPS),0,0
LINUX (XCP),LINUX (XCP),0,0
MACHINE CHECK (MCA) & RAS,MACHINE CHECK (MCA) & RAS,5573,162921
MACHINE CHECK (MCA) & RAS,THE REST,5573,162921
MACHINE CHECK (MCA) & RAS,X86 ARCHITECTURE,5573,162921
MINI-OS,MINI-OS,25047,676401
MINI-OS,THE REST,25047,676401
QEMU UPSTREAM,QEMU UPSTREAM,0,0
QEMU-DM,QEMU-DM,0,0
REMUS,REMUS,6059,165944
REMUS,THE REST,6059,165944
REMUS,TOOLSTACK,6059,165944
SCHEDULING,SCHEDULING,7556,217746
SCHEDULING,THE REST,7556,217746
SEABIOS UPSTREAM,SEABIOS UPSTREAM,0,0
STUB DOMAINS,STUB DOMAINS,15623,470171
STUB DOMAINS,THE REST,15623,470171
THE REST,THE REST,805216,24809238
THE REST,TOOLSTACK,421149,12862452
THE REST,TRANSCENDENT MEMORY (TMEM),4816,159663
THE REST,UNMODIFIED LINUX PV DRIVERS,1745,45775
THE REST,X86 ARCHITECTURE,144607,4397435
THE REST,X86 MEMORY MANAGEMENT,20982,689609
THE REST,XENTRACE,3667,115330
TOOLSTACK,TOOLSTACK,421149,12862452
TOOLSTACK,XENTRACE,2840,92198
TRANSCENDENT MEMORY (TMEM),TRANSCENDENT MEMORY (TMEM),4816,159663
UNMODIFIED LINUX PV DRIVERS,UNMODIFIED LINUX PV DRIVERS,1745,45775
USB PV DRIVERS,USB PV DRIVERS,0,0
X86 ARCHITECTURE,X86 ARCHITECTURE,144607,4397435
X86 ARCHITECTURE,X86 MEMORY MANAGEMENT,20982,689609
X86 MEMORY MANAGEMENT,X86 MEMORY MANAGEMENT,20982,689609
XENTRACE,XENTRACE,3667,115330
